"id_pieza","nombre","familia","vehiculo_id","precio","canal_venta","stock_disponible"
"991","Freno trasero","Frenos","10","84","Ovoko","22"
"992","Llanta AleaciÃ³n","Ruedas","77","87","eBay","7"
"993","BaterÃ­a 12V","Electricidad","82","123","eBay","33"
"994","Disco de freno","Frenos","50","107","Recambio Verde","19"
"995","NeumÃ¡tico","Ruedas","73","44","eBay","13"
"996","Llanta AleaciÃ³n","Ruedas","97","50","eBay","8"
"997","Puerta","CarrocerÃ­a","3","141","Ovoko","14"
"998","Muelle","SuspensiÃ³n","39","92","Wallapop","18"
"999","CapÃ³","CarrocerÃ­a","50","150","Ovoko","19"
"1000","Volante","Interior","56","122","Wallapop","36"
"1001","Llanta AleaciÃ³n","Ruedas","1","92","Wallapop","44"
"1002","Turbo","Motor","29","594","Ovoko","25"
"1003","Motor de arranque","Electricidad","63","69","Recambio Verde","22"
"1004","Disco de freno","Frenos","68","40","Recambio Verde","14"
"1005","CapÃ³","CarrocerÃ­a","75","142","eBay","14"
"1006","Retrovisor","CarrocerÃ­a","60","105","Ovoko","18"
"1007","Alternador","Electricidad","97","119","Recambio Azul","5"
"1008","Amortiguador","SuspensiÃ³n","47","131","Wallapop","29"
"1009","Motor 1.6","Motor","73","452","Recambio Verde","10"
"1010","Freno delantero","Frenos","14","54","eBay","33"
"1011","Llanta AleaciÃ³n","Ruedas","18","45","Recambio Verde","21"
"1012","Freno delantero","Frenos","86","41","Recambio Azul","35"
"1013","Freno trasero","Frenos","12","111","Recambio Verde","29"
"1014","CapÃ³","CarrocerÃ­a","98","309","eBay","29"
"1015","Motor de arranque","Electricidad","69","58","Wallapop","21"
"1016","Retrovisor","CarrocerÃ­a","16","50","Wallapop","33"
"1017","NeumÃ¡tico","Ruedas","82","67","Recambio Azul","38"
"1018","Freno delantero","Frenos","9","108","Recambio Verde","21"
"1019","Alternador","Electricidad","40","89","Wallapop","8"
"1020","Motor 1.6","Motor","73","452","Recambio Azul","33"
"1021","Disco de freno","Frenos","97","93","eBay","2"
"1022","Alternador","Electricidad","12","148","eBay","30"
"1023","Muelle","SuspensiÃ³n","87","131","Recambio Azul","31"
"1024","Disco de freno","Frenos","69","116","Recambio Verde","48"
"1025","NeumÃ¡tico","Ruedas","25","37","Recambio Verde","17"
"1026","NeumÃ¡tico","Ruedas","74","67","Recambio Azul","44"
"1027","Muelle","SuspensiÃ³n","65","144","Wallapop","31"
"1028","BaterÃ­a 12V","Electricidad","61","106","Wallapop","24"
"1029","Disco de freno","Frenos","54","72","Recambio Verde","35"
"1030","Volante","Interior","43","116","Wallapop","23"
"1031","Asiento","Interior","50","113","Recambio Azul","39"
"1032","NeumÃ¡tico","Ruedas","2","65","eBay","15"
"1033","Alternador","Electricidad","84","58","Ovoko","10"
"1034","Salpicadero","Interior","13","85","Wallapop","16"
"1035","Motor de arranque","Electricidad","78","86","Wallapop","12"
"1036","Caja de cambios","Motor","14","320","Ovoko","4"
"1037","Alternador","Electricidad","44","68","Recambio Verde","29"
"1038","Asiento","Interior","19","48","Recambio Verde","21"
"1039","Volante","Interior","39","22","eBay","8"
"1040","Motor de arranque","Electricidad","10","147","Ovoko","41"
"1041","NeumÃ¡tico","Ruedas","11","87","Recambio Azul","18"
"1042","Asiento","Interior","77","135","Wallapop","6"
"1043","Retrovisor","CarrocerÃ­a","37","150","eBay","45"
"1044","CapÃ³","CarrocerÃ­a","97","116","Ovoko","15"
"1045","NeumÃ¡tico","Ruedas","60","91","Ovoko","4"
"1046","Puerta","CarrocerÃ­a","94","343","Wallapop","23"
"1047","Volante","Interior","27","32","Recambio Verde","10"
"1048","Muelle","SuspensiÃ³n","7","90","Recambio Verde","33"
"1049","Muelle","SuspensiÃ³n","56","85","Recambio Azul","37"
"1050","Disco de freno","Frenos","46","71","Ovoko","17"
"1051","Muelle","SuspensiÃ³n","99","126","Wallapop","33"
"1052","Retrovisor","CarrocerÃ­a","80","59","eBay","26"
"1053","NeumÃ¡tico","Ruedas","35","90","Wallapop","4"
"1054","Asiento","Interior","31","107","Wallapop","41"
"1055","Volante","Interior","80","22","Recambio Verde","2"
"1056","CapÃ³","CarrocerÃ­a","96","189","Recambio Verde","1"
"1057","Freno trasero","Frenos","26","77","Wallapop","43"
"1058","Motor 2.0 TDI","Motor","32","376","eBay","8"
"1059","Muelle","SuspensiÃ³n","99","127","eBay","34"
"1060","BaterÃ­a 12V","Electricidad","52","137","Wallapop","36"
"1061","Amortiguador","SuspensiÃ³n","60","130","Recambio Azul","43"
"1062","Freno delantero","Frenos","21","110","Recambio Azul","41"
"1063","Freno trasero","Frenos","9","59","Recambio Verde","30"
"1064","Motor de arranque","Electricidad","90","94","Recambio Azul","23"
"1065","Asiento","Interior","56","33","Recambio Azul","10"
"1066","Amortiguador","SuspensiÃ³n","60","115","Ovoko","7"
"1067","Alternador","Electricidad","50","119","Recambio Azul","36"
"1068","Volante","Interior","55","127","Ovoko","32"
"1069","Motor 2.0 TDI","Motor","21","616","eBay","6"
"1070","Asiento","Interior","23","82","Ovoko","43"
"1071","CapÃ³","CarrocerÃ­a","39","331","Recambio Azul","44"
"1072","Volante","Interior","77","88","Recambio Azul","10"
"1073","Motor de arranque","Electricidad","40","137","Ovoko","30"
"1074","BaterÃ­a 12V","Electricidad","34","158","Wallapop","32"
"1075","Amortiguador","SuspensiÃ³n","96","118","Ovoko","15"
"1076","Caja de cambios","Motor","77","210","Recambio Verde","38"
"1077","Puerta","CarrocerÃ­a","74","175","Recambio Verde","6"
"1078","NeumÃ¡tico","Ruedas","74","75","Ovoko","36"
"1079","Disco de freno","Frenos","51","80","Recambio Verde","45"
"1080","Puerta","CarrocerÃ­a","52","97","eBay","28"
"1081","Muelle","SuspensiÃ³n","30","85","Recambio Verde","36"
"1082","CapÃ³","CarrocerÃ­a","9","215","Wallapop","21"
"1083","Amortiguador","SuspensiÃ³n","97","142","eBay","2"
"1084","Motor de arranque","Electricidad","76","164","eBay","11"
"1085","CapÃ³","CarrocerÃ­a","25","194","Ovoko","16"
"1086","Motor 1.6","Motor","31","267","Recambio Verde","46"
"1087","Puerta","CarrocerÃ­a","7","110","Recambio Verde","3"
"1088","Amortiguador","SuspensiÃ³n","19","84","Ovoko","6"
"1089","Salpicadero","Interior","4","145","Ovoko","46"
"1090","Turbo","Motor","92","265","Recambio Azul","33"
"1091","BaterÃ­a 12V","Electricidad","81","171","Wallapop","34"
"1092","Alternador","Electricidad","17","151","Recambio Verde","34"
"1093","NeumÃ¡tico","Ruedas","58","76","Wallapop","15"
"1094","Disco de freno","Frenos","77","108","Recambio Verde","42"
"1095","Motor 2.0 TDI","Motor","97","548","Ovoko","45"
"1096","Llanta AleaciÃ³n","Ruedas","18","38","Wallapop","28"
"1097","Muelle","SuspensiÃ³n","76","140","Recambio Verde","38"
"1098","Puerta","CarrocerÃ­a","38","359","Wallapop","12"
"1099","Amortiguador","SuspensiÃ³n","13","72","Ovoko","33"
"1100","NeumÃ¡tico","Ruedas","55","28","Recambio Azul","18"
"1101","Amortiguador","SuspensiÃ³n","32","82","eBay","5"
"1102","Puerta","CarrocerÃ­a","20","58","Recambio Azul","36"
"1103","Caja de cambios","Motor","53","769","Ovoko","46"
"1104","Puerta","CarrocerÃ­a","74","231","Wallapop","1"
"1105","Turbo","Motor","10","479","Ovoko","11"
"1106","Llanta AleaciÃ³n","Ruedas","8","38","eBay","22"
"1107","Salpicadero","Interior","23","81","Recambio Azul","10"
"1108","Amortiguador","SuspensiÃ³n","32","87","Wallapop","43"
"1109","Freno trasero","Frenos","54","49","Ovoko","44"
"1110","BaterÃ­a 12V","Electricidad","87","165","Recambio Azul","17"
"1111","Muelle","SuspensiÃ³n","78","125","Wallapop","49"
"1112","Muelle","SuspensiÃ³n","88","65","Wallapop","15"
"1113","Turbo","Motor","4","571","Recambio Verde","40"
"1114","Muelle","SuspensiÃ³n","55","60","Ovoko","26"
"1115","Motor 2.0 TDI","Motor","59","573","Ovoko","47"
"1116","Volante","Interior","83","84","Ovoko","45"
"1117","NeumÃ¡tico","Ruedas","30","38","Wallapop","8"
"1118","Retrovisor","CarrocerÃ­a","24","276","Recambio Azul","30"
"1119","Alternador","Electricidad","8","33","Wallapop","44"
"1120","Retrovisor","CarrocerÃ­a","16","274","Recambio Azul","35"
"1121","Motor 1.6","Motor","70","457","eBay","43"
"1122","Retrovisor","CarrocerÃ­a","37","121","Recambio Azul","49"
"1123","Volante","Interior","86","29","Wallapop","17"
"1124","BaterÃ­a 12V","Electricidad","37","146","Wallapop","11"
"1125","Freno trasero","Frenos","69","97","Ovoko","11"
"1126","Amortiguador","SuspensiÃ³n","63","78","eBay","43"
"1127","Caja de cambios","Motor","10","218","Recambio Verde","38"
"1128","Volante","Interior","78","143","Ovoko","21"
"1129","Puerta","CarrocerÃ­a","44","287","Recambio Azul","21"
"1130","Motor de arranque","Electricidad","24","68","Ovoko","6"
"1131","Caja de cambios","Motor","59","435","eBay","44"
"1132","Llanta AleaciÃ³n","Ruedas","8","47","Recambio Azul","26"
"1133","Caja de cambios","Motor","65","519","Wallapop","8"
"1134","Motor 2.0 TDI","Motor","91","485","eBay","35"
"1135","Puerta","CarrocerÃ­a","71","139","eBay","16"
"1136","Llanta AleaciÃ³n","Ruedas","81","21","Wallapop","42"
"1137","Disco de freno","Frenos","15","50","eBay","8"
"1138","Caja de cambios","Motor","38","749","Recambio Verde","15"
"1139","Turbo","Motor","6","566","Recambio Azul","19"
"1140","Amortiguador","SuspensiÃ³n","49","78","Recambio Azul","35"
"1141","NeumÃ¡tico","Ruedas","45","61","Recambio Verde","17"
"1142","Motor 1.6","Motor","91","675","Recambio Azul","37"
"1143","Amortiguador","SuspensiÃ³n","19","104","Recambio Verde","33"
"1144","Motor 2.0 TDI","Motor","19","776","Ovoko","16"
"1145","CapÃ³","CarrocerÃ­a","48","290","Recambio Azul","8"
"1146","Freno trasero","Frenos","57","81","Recambio Azul","48"
"1147","Turbo","Motor","36","255","Recambio Azul","13"
"1148","Alternador","Electricidad","81","65","Wallapop","23"
"1149","CapÃ³","CarrocerÃ­a","49","57","Recambio Verde","38"
"1150","Alternador","Electricidad","72","136","Recambio Azul","23"
"1151","Puerta","CarrocerÃ­a","69","192","Recambio Verde","41"
"1152","Disco de freno","Frenos","23","67","Recambio Azul","25"
"1153","BaterÃ­a 12V","Electricidad","1","44","eBay","21"
"1154","Llanta AleaciÃ³n","Ruedas","35","31","Recambio Verde","6"
"1155","Alternador","Electricidad","93","57","Ovoko","1"
"1156","Retrovisor","CarrocerÃ­a","99","260","Ovoko","43"
"1157","Llanta AleaciÃ³n","Ruedas","82","63","Recambio Azul","3"
"1158","BaterÃ­a 12V","Electricidad","87","91","Wallapop","26"
"1159","Llanta AleaciÃ³n","Ruedas","19","78","Ovoko","35"
"1160","Muelle","SuspensiÃ³n","55","72","Ovoko","49"
"1161","Motor de arranque","Electricidad","33","52","Ovoko","9"
"1162","Motor 2.0 TDI","Motor","28","328","Recambio Azul","44"
"1163","Salpicadero","Interior","27","45","Ovoko","45"
"1164","Amortiguador","SuspensiÃ³n","88","146","Recambio Verde","46"
"1165","Motor 2.0 TDI","Motor","71","513","eBay","47"
"1166","Puerta","CarrocerÃ­a","44","71","eBay","47"
"1167","Puerta","CarrocerÃ­a","70","234","eBay","28"
"1168","Freno trasero","Frenos","39","71","Ovoko","12"
"1169","Caja de cambios","Motor","79","587","Ovoko","35"
"1170","Turbo","Motor","97","721","Wallapop","29"
"1171","Amortiguador","SuspensiÃ³n","84","106","Recambio Azul","14"
"1172","CapÃ³","CarrocerÃ­a","64","264","eBay","37"
"1173","Asiento","Interior","84","40","eBay","45"
"1174","NeumÃ¡tico","Ruedas","55","95","Ovoko","19"
"1175","Llanta AleaciÃ³n","Ruedas","4","45","Recambio Verde","18"
"1176","Puerta","CarrocerÃ­a","21","150","eBay","11"
"1177","BaterÃ­a 12V","Electricidad","69","37","Wallapop","32"
"1178","NeumÃ¡tico","Ruedas","5","82","eBay","31"
"1179","Volante","Interior","46","92","eBay","39"
"1180","Amortiguador","SuspensiÃ³n","63","140","Recambio Verde","4"
"1181","Amortiguador","SuspensiÃ³n","31","95","Ovoko","14"
"1182","Retrovisor","CarrocerÃ­a","98","52","eBay","49"
"1183","Turbo","Motor","70","244","Recambio Azul","25"
"1184","NeumÃ¡tico","Ruedas","90","85","Ovoko","45"
"1185","Muelle","SuspensiÃ³n","29","80","Ovoko","18"
"1186","Retrovisor","CarrocerÃ­a","83","332","Recambio Verde","5"
"1187","Retrovisor","CarrocerÃ­a","36","124","Ovoko","40"
"1188","Asiento","Interior","18","120","eBay","2"
"1189","Freno trasero","Frenos","4","57","Wallapop","38"
"1190","CapÃ³","CarrocerÃ­a","93","197","Ovoko","41"
"1191","Muelle","SuspensiÃ³n","81","80","eBay","30"
"1192","Llanta AleaciÃ³n","Ruedas","8","28","Ovoko","2"
"1193","Asiento","Interior","49","79","eBay","6"
"1194","Motor 1.6","Motor","64","749","Wallapop","42"
"1195","Motor 1.6","Motor","15","677","Recambio Verde","47"
"1196","Amortiguador","SuspensiÃ³n","66","62","Recambio Azul","26"
"1197","Caja de cambios","Motor","77","599","Recambio Azul","46"
"1198","Amortiguador","SuspensiÃ³n","57","134","Wallapop","41"
"1199","Asiento","Interior","16","121","Wallapop","14"
"1200","Caja de cambios","Motor","90","550","Recambio Verde","2"
"1201","Volante","Interior","21","22","Ovoko","32"
"1202","Alternador","Electricidad","30","128","Wallapop","14"
"1203","Retrovisor","CarrocerÃ­a","29","390","Recambio Verde","49"
"1204","Alternador","Electricidad","38","176","Recambio Azul","32"
"1205","Turbo","Motor","6","272","eBay","6"
"1206","Llanta AleaciÃ³n","Ruedas","78","28","Ovoko","19"
"1207","Turbo","Motor","84","489","Ovoko","32"
"1208","Salpicadero","Interior","40","45","Wallapop","16"
"1209","Puerta","CarrocerÃ­a","58","363","Recambio Verde","15"
"1210","Llanta AleaciÃ³n","Ruedas","73","73","Recambio Verde","45"
"1211","Disco de freno","Frenos","9","87","Wallapop","16"
"1212","Volante","Interior","34","47","Recambio Azul","41"
"1213","Alternador","Electricidad","84","133","Wallapop","10"
"1214","Alternador","Electricidad","54","134","eBay","34"
"1215","Alternador","Electricidad","72","69","Recambio Verde","45"
"1216","Motor 2.0 TDI","Motor","51","560","Recambio Verde","28"
"1217","Alternador","Electricidad","2","58","Recambio Verde","22"
"1218","Muelle","SuspensiÃ³n","99","99","Recambio Verde","8"
"1219","Asiento","Interior","27","148","Recambio Verde","6"
"1220","NeumÃ¡tico","Ruedas","72","99","Recambio Verde","19"
"1221","Puerta","CarrocerÃ­a","74","129","Recambio Verde","35"
"1222","Motor de arranque","Electricidad","23","164","Recambio Azul","41"
"1223","Motor de arranque","Electricidad","91","44","eBay","2"
"1224","NeumÃ¡tico","Ruedas","7","58","Recambio Verde","31"
"1225","Motor de arranque","Electricidad","77","86","Ovoko","2"
"1226","BaterÃ­a 12V","Electricidad","52","96","Recambio Verde","27"
"1227","Motor 2.0 TDI","Motor","57","386","Recambio Verde","15"
"1228","Motor de arranque","Electricidad","78","50","Recambio Verde","48"
"1229","Disco de freno","Frenos","75","46","Ovoko","47"
"1230","NeumÃ¡tico","Ruedas","97","40","Recambio Verde","4"
"1231","Salpicadero","Interior","4","43","Wallapop","34"
"1232","Llanta AleaciÃ³n","Ruedas","23","40","Recambio Verde","41"
"1233","Volante","Interior","84","140","Recambio Azul","24"
"1234","Llanta AleaciÃ³n","Ruedas","49","66","Recambio Azul","32"
"1235","NeumÃ¡tico","Ruedas","87","65","Recambio Azul","33"
"1236","Asiento","Interior","68","79","Recambio Verde","39"
"1237","Salpicadero","Interior","51","104","Ovoko","23"
"1238","Retrovisor","CarrocerÃ­a","57","260","Recambio Azul","23"
"1239","Freno trasero","Frenos","91","62","Recambio Azul","20"
"1240","Freno trasero","Frenos","74","48","Recambio Azul","21"
"1241","Salpicadero","Interior","55","139","eBay","30"
"1242","Disco de freno","Frenos","13","55","Ovoko","13"
"1243","Puerta","CarrocerÃ­a","91","345","Wallapop","45"
"1244","Freno delantero","Frenos","43","62","eBay","31"
"1245","Freno trasero","Frenos","6","99","Recambio Azul","23"
"1246","Motor de arranque","Electricidad","59","30","Recambio Azul","20"
"1247","Retrovisor","CarrocerÃ­a","99","381","eBay","22"
"1248","Amortiguador","SuspensiÃ³n","26","129","Recambio Azul","49"
"1249","Amortiguador","SuspensiÃ³n","52","71","Recambio Verde","19"
"1250","Volante","Interior","2","21","Recambio Verde","20"
"1251","Motor 2.0 TDI","Motor","79","667","Wallapop","17"
"1252","Alternador","Electricidad","77","55","eBay","11"
"1253","Llanta AleaciÃ³n","Ruedas","25","32","eBay","26"
"1254","BaterÃ­a 12V","Electricidad","99","39","Ovoko","6"
"1255","BaterÃ­a 12V","Electricidad","8","106","eBay","48"
"1256","NeumÃ¡tico","Ruedas","79","33","Recambio Azul","27"
"1257","Puerta","CarrocerÃ­a","15","85","Ovoko","10"
"1258","Amortiguador","SuspensiÃ³n","42","108","Ovoko","30"
"1259","Motor de arranque","Electricidad","45","49","Recambio Azul","21"
"1260","Llanta AleaciÃ³n","Ruedas","27","37","Recambio Azul","31"
"1261","CapÃ³","CarrocerÃ­a","22","130","Recambio Verde","23"
"1262","BaterÃ­a 12V","Electricidad","33","158","eBay","48"
"1263","BaterÃ­a 12V","Electricidad","1","182","Recambio Azul","7"
"1264","Caja de cambios","Motor","89","451","eBay","3"
"1265","Amortiguador","SuspensiÃ³n","1","60","eBay","32"
"1266","BaterÃ­a 12V","Electricidad","92","191","eBay","9"
"1267","Llanta AleaciÃ³n","Ruedas","19","45","Recambio Verde","33"
"1268","Motor 2.0 TDI","Motor","46","609","Recambio Azul","39"
"1269","Turbo","Motor","65","507","Recambio Azul","31"
"1270","Llanta AleaciÃ³n","Ruedas","94","66","Recambio Azul","20"
"1271","Amortiguador","SuspensiÃ³n","53","131","Recambio Azul","49"
"1272","BaterÃ­a 12V","Electricidad","32","59","Ovoko","31"
"1273","Freno delantero","Frenos","76","41","eBay","8"
"1274","Llanta AleaciÃ³n","Ruedas","29","33","Ovoko","34"
"1275","Motor 2.0 TDI","Motor","54","735","Wallapop","25"
"1276","Motor 2.0 TDI","Motor","17","610","Ovoko","31"
"1277","Motor de arranque","Electricidad","2","63","Recambio Verde","8"
"1278","Llanta AleaciÃ³n","Ruedas","70","28","Recambio Verde","35"
"1279","Llanta AleaciÃ³n","Ruedas","41","92","eBay","6"
"1280","Retrovisor","CarrocerÃ­a","2","177","Ovoko","3"
"1281","NeumÃ¡tico","Ruedas","71","30","Wallapop","16"
"1282","Freno trasero","Frenos","85","116","Ovoko","21"
"1283","Salpicadero","Interior","75","25","eBay","6"
"1284","Puerta","CarrocerÃ­a","52","122","Recambio Verde","44"
"1285","Salpicadero","Interior","76","20","Recambio Azul","2"
"1286","Muelle","SuspensiÃ³n","9","125","eBay","31"
"1287","Caja de cambios","Motor","56","748","Ovoko","6"
"1288","Llanta AleaciÃ³n","Ruedas","68","90","Ovoko","43"
"1289","Amortiguador","SuspensiÃ³n","19","119","Recambio Azul","39"
"1290","Puerta","CarrocerÃ­a","5","159","eBay","13"
"1291","Amortiguador","SuspensiÃ³n","78","117","Recambio Verde","9"
"1292","Freno trasero","Frenos","74","44","eBay","15"
"1293","Puerta","CarrocerÃ­a","5","68","Recambio Verde","38"
"1294","Disco de freno","Frenos","96","100","Ovoko","25"
"1295","Caja de cambios","Motor","30","784","eBay","35"
"1296","NeumÃ¡tico","Ruedas","13","82","Recambio Azul","25"
"1297","Asiento","Interior","35","43","Recambio Verde","4"
"1298","Caja de cambios","Motor","12","474","Wallapop","29"
"1299","Asiento","Interior","93","86","Wallapop","22"
"1300","CapÃ³","CarrocerÃ­a","72","270","Ovoko","8"
"1301","BaterÃ­a 12V","Electricidad","69","157","Ovoko","4"
"1302","Puerta","CarrocerÃ­a","5","61","Ovoko","42"
"1303","Disco de freno","Frenos","57","40","eBay","24"
"1304","Puerta","CarrocerÃ­a","21","395","Ovoko","14"
"1305","Asiento","Interior","36","20","eBay","26"
"1306","Puerta","CarrocerÃ­a","47","351","Recambio Verde","16"
"1307","Llanta AleaciÃ³n","Ruedas","17","92","Recambio Verde","6"
"1308","Puerta","CarrocerÃ­a","49","197","Recambio Azul","6"
"1309","Amortiguador","SuspensiÃ³n","78","85","Ovoko","37"
"1310","Freno trasero","Frenos","15","103","Recambio Verde","34"
"1311","Motor 2.0 TDI","Motor","6","442","Ovoko","23"
"1312","Amortiguador","SuspensiÃ³n","34","69","Ovoko","42"
"1313","NeumÃ¡tico","Ruedas","67","79","eBay","48"
"1314","Disco de freno","Frenos","40","100","eBay","46"
"1315","Muelle","SuspensiÃ³n","11","105","Wallapop","37"
"1316","Muelle","SuspensiÃ³n","6","120","Wallapop","21"
"1317","Amortiguador","SuspensiÃ³n","81","73","eBay","12"
"1318","Amortiguador","SuspensiÃ³n","46","85","Wallapop","13"
"1319","Retrovisor","CarrocerÃ­a","84","280","Ovoko","43"
"1320","Motor 1.6","Motor","87","693","Recambio Verde","38"
"1321","Caja de cambios","Motor","80","598","Recambio Azul","32"
"1322","Salpicadero","Interior","34","147","Ovoko","15"
"1323","Asiento","Interior","16","70","Wallapop","21"
"1324","Freno trasero","Frenos","53","91","Recambio Azul","41"
"1325","NeumÃ¡tico","Ruedas","61","88","Recambio Verde","15"
"1326","Asiento","Interior","86","114","Ovoko","7"
"1327","BaterÃ­a 12V","Electricidad","44","133","Recambio Verde","20"
"1328","Caja de cambios","Motor","70","276","Recambio Verde","39"
"1329","Llanta AleaciÃ³n","Ruedas","24","89","Wallapop","12"
"1330","Alternador","Electricidad","83","167","Recambio Verde","8"
"1331","Muelle","SuspensiÃ³n","82","88","Recambio Azul","44"
"1332","Alternador","Electricidad","10","145","Recambio Verde","40"
"1333","CapÃ³","CarrocerÃ­a","86","334","Recambio Azul","44"
"1334","Motor 2.0 TDI","Motor","93","342","Recambio Verde","8"
"1335","Disco de freno","Frenos","68","95","Wallapop","40"
"1336","Retrovisor","CarrocerÃ­a","52","368","Wallapop","45"
"1337","Llanta AleaciÃ³n","Ruedas","73","34","Ovoko","17"
"1338","Amortiguador","SuspensiÃ³n","50","87","Wallapop","22"
"1339","Freno trasero","Frenos","41","52","eBay","2"
"1340","Retrovisor","CarrocerÃ­a","31","321","Recambio Verde","24"
"1341","CapÃ³","CarrocerÃ­a","88","135","Wallapop","19"
"1342","Puerta","CarrocerÃ­a","37","308","eBay","6"
"1343","Muelle","SuspensiÃ³n","43","72","Ovoko","26"
"1344","Asiento","Interior","19","124","Ovoko","28"
"1345","Muelle","SuspensiÃ³n","99","68","Ovoko","29"
"1346","Amortiguador","SuspensiÃ³n","98","139","Recambio Azul","24"
"1347","Alternador","Electricidad","77","127","Wallapop","27"
"1348","CapÃ³","CarrocerÃ­a","30","209","Wallapop","15"
"1349","Retrovisor","CarrocerÃ­a","2","55","Recambio Azul","38"
"1350","Motor 1.6","Motor","77","583","eBay","12"
"1351","Llanta AleaciÃ³n","Ruedas","29","70","eBay","25"
"1352","NeumÃ¡tico","Ruedas","75","81","Ovoko","1"
"1353","Freno trasero","Frenos","16","96","Recambio Verde","16"
"1354","Caja de cambios","Motor","62","239","Recambio Azul","33"
"1355","Freno delantero","Frenos","36","44","eBay","34"
"1356","Caja de cambios","Motor","8","732","Wallapop","9"
"1357","NeumÃ¡tico","Ruedas","58","58","Wallapop","43"
"1358","Salpicadero","Interior","59","112","Recambio Verde","16"
"1359","Disco de freno","Frenos","38","110","Ovoko","32"
"1360","Volante","Interior","4","110","Wallapop","8"
"1361","Freno delantero","Frenos","18","52","Recambio Verde","29"
"1362","NeumÃ¡tico","Ruedas","41","78","Wallapop","49"
"1363","Llanta AleaciÃ³n","Ruedas","92","90","eBay","15"
"1364","Llanta AleaciÃ³n","Ruedas","79","29","Ovoko","21"
"1365","Motor de arranque","Electricidad","21","105","Wallapop","4"
"1366","Asiento","Interior","90","87","Ovoko","1"
"1367","Volante","Interior","89","77","Recambio Verde","10"
"1368","Motor 1.6","Motor","39","492","eBay","6"
"1369","Alternador","Electricidad","25","123","Recambio Azul","49"
"1370","Amortiguador","SuspensiÃ³n","6","129","Recambio Verde","24"
"1371","Asiento","Interior","68","95","eBay","40"
"1372","Muelle","SuspensiÃ³n","61","95","Recambio Verde","33"
"1373","Motor 1.6","Motor","82","226","Ovoko","43"
"1374","Motor 2.0 TDI","Motor","39","289","Wallapop","34"
"1375","Alternador","Electricidad","73","61","Ovoko","5"
"1376","Disco de freno","Frenos","91","51","eBay","41"
"1377","Disco de freno","Frenos","52","64","Recambio Azul","15"
"1378","Disco de freno","Frenos","99","77","Recambio Verde","15"
"1379","Caja de cambios","Motor","72","757","Wallapop","2"
"1380","Motor de arranque","Electricidad","78","89","Wallapop","26"
"1381","NeumÃ¡tico","Ruedas","62","44","eBay","2"
"1382","Volante","Interior","60","146","Wallapop","2"
"1383","Motor de arranque","Electricidad","23","70","Ovoko","21"
"1384","Salpicadero","Interior","35","37","Recambio Azul","24"
"1385","Amortiguador","SuspensiÃ³n","55","146","Ovoko","18"
"1386","NeumÃ¡tico","Ruedas","20","78","Wallapop","28"
"1387","Freno delantero","Frenos","71","92","eBay","42"
"1388","Alternador","Electricidad","61","60","eBay","21"
"1389","Asiento","Interior","26","61","Recambio Azul","24"
"1390","Motor 2.0 TDI","Motor","82","632","Recambio Azul","9"
"1391","Muelle","SuspensiÃ³n","95","90","eBay","12"
"1392","Salpicadero","Interior","59","104","eBay","24"
"1393","Amortiguador","SuspensiÃ³n","42","100","Recambio Azul","49"
"1394","Freno delantero","Frenos","32","79","Wallapop","1"
"1395","Llanta AleaciÃ³n","Ruedas","1","82","Recambio Verde","5"
"1396","Alternador","Electricidad","1","54","eBay","40"
"1397","Motor de arranque","Electricidad","8","96","Wallapop","2"
"1398","Salpicadero","Interior","98","118","Recambio Verde","49"
"1399","Asiento","Interior","6","77","Recambio Azul","35"
"1400","CapÃ³","CarrocerÃ­a","72","358","Wallapop","24"
"1401","Llanta AleaciÃ³n","Ruedas","70","81","Wallapop","23"
"1402","Motor 1.6","Motor","87","574","Recambio Azul","2"
"1403","BaterÃ­a 12V","Electricidad","87","111","Recambio Azul","29"
"1404","Retrovisor","CarrocerÃ­a","71","385","eBay","6"
"1405","Llanta AleaciÃ³n","Ruedas","64","24","Recambio Verde","15"
"1406","Turbo","Motor","54","480","Recambio Azul","27"
"1407","Motor de arranque","Electricidad","77","84","Wallapop","23"
"1408","Freno delantero","Frenos","16","119","Recambio Azul","3"
"1409","Llanta AleaciÃ³n","Ruedas","16","71","Ovoko","15"
"1410","Alternador","Electricidad","79","130","Recambio Verde","26"
"1411","Amortiguador","SuspensiÃ³n","63","112","Wallapop","41"
"1412","Puerta","CarrocerÃ­a","85","220","Ovoko","7"
"1413","Motor 2.0 TDI","Motor","13","521","Ovoko","9"
"1414","Alternador","Electricidad","33","167","Wallapop","7"
"1415","Motor 2.0 TDI","Motor","45","207","Recambio Azul","14"
"1416","Alternador","Electricidad","9","33","Ovoko","13"
"1417","BaterÃ­a 12V","Electricidad","89","42","Wallapop","14"
"1418","Volante","Interior","10","110","Wallapop","28"
"1419","Muelle","SuspensiÃ³n","75","118","Wallapop","12"
"1420","Asiento","Interior","15","86","Recambio Azul","39"
"1421","Alternador","Electricidad","30","125","Wallapop","16"
"1422","Amortiguador","SuspensiÃ³n","11","106","Recambio Verde","46"
"1423","NeumÃ¡tico","Ruedas","87","37","Wallapop","5"
"1424","BaterÃ­a 12V","Electricidad","41","56","eBay","18"
"1425","Puerta","CarrocerÃ­a","52","114","Recambio Azul","29"
"1426","Amortiguador","SuspensiÃ³n","14","60","Wallapop","21"
