"id_venta","pieza_id","fecha_venta","precio_venta","canal_venta"
"305","1219","2026-02-28","152,44","Ovoko"
"306","1472","2026-02-23","58,14","eBay"
"307","1472","2025-01-30","54,72","Wallapop"
"308","2246","2025-09-11","201,96","Wallapop"
"309","1589","2025-10-06","34,92","Recambio Verde"
"310","2811","2025-07-30","62,4","Recambio Azul"
"311","2811","2025-01-15","57","Recambio Verde"
"312","2811","2025-03-22","64,8","Wallapop"
"313","2028","2025-02-01","89,1","Wallapop"
"314","2028","2025-06-29","81","Wallapop"
"315","3003","2025-08-11","249,31","Recambio Verde"
"316","1452","2025-12-22","47,94","Recambio Verde"
"317","4200","2026-02-26","59,4","Recambio Azul"
"318","1875","2025-02-04","86,92","Recambio Verde"
"319","1751","2026-01-22","96,82","Recambio Verde"
"320","2925","2025-09-25","82,32","Recambio Verde"
"321","4610","2025-01-06","83","Recambio Verde"
"322","3233","2026-01-16","57,2","Recambio Verde"
"323","113","2025-08-20","101,65","eBay"
"324","113","2025-01-14","108,07","Recambio Azul"
"325","3888","2025-08-14","412,88","Recambio Verde"
"326","244","2026-01-23","93,93","Wallapop"
"327","244","2025-07-22","91,14","Recambio Azul"
"328","1418","2025-12-27","102,3","eBay"
"329","2409","2025-10-27","70,81","Ovoko"
"330","2409","2026-03-14","77,38","Recambio Azul"
"331","2409","2025-08-27","68,62","Wallapop"
"332","2732","2025-03-02","67,32","Wallapop"
"333","4449","2025-05-14","645,05","Ovoko"
"334","2703","2026-01-29","167,2","Wallapop"
"335","2703","2025-08-19","167,2","Recambio Azul"
"336","4090","2025-09-24","44,94","eBay"
"337","271","2026-01-07","52,78","Ovoko"
"338","4349","2025-06-10","135,78","Wallapop"
"339","4349","2025-07-28","147,46","Recambio Verde"
"340","4349","2025-05-04","131,4","Wallapop"
"341","2574","2026-02-21","58,85","Recambio Azul"
"342","3109","2025-03-26","151,2","Recambio Verde"
"343","346","2025-03-25","98,44","Recambio Azul"
"344","176","2025-12-05","87,87","eBay"
"345","165","2025-02-18","105,84","Recambio Azul"
"346","2650","2025-04-01","144,2","eBay"
"347","2044","2025-06-15","140,8","eBay"
"348","2250","2025-12-30","104,34","Recambio Verde"
"349","2250","2025-08-20","117,66","Recambio Verde"
"350","3323","2025-02-20","119,88","Recambio Azul"
"351","3887","2025-08-27","653,4","eBay"
"352","128","2026-01-20","110,16","Recambio Verde"
"353","2361","2025-01-03","401,38","eBay"
"354","2612","2025-02-15","132,66","Recambio Verde"
"355","593","2025-05-08","617,5","eBay"
"356","830","2025-10-30","64,8","Wallapop"
"357","830","2025-04-08","62,4","eBay"
"358","4388","2025-05-13","47,38","Ovoko"
"359","2337","2025-10-29","86,33","Recambio Verde"
"360","2337","2025-04-07","88,11","Wallapop"
"361","4895","2025-02-15","34,2","Recambio Verde"
"362","1454","2025-09-14","66,96","eBay"
"363","3036","2025-07-23","78,84","Recambio Azul"
"364","1725","2025-09-26","100,98","Ovoko"
"365","3286","2025-06-29","132,66","eBay"
"366","3507","2025-04-17","223,74","Recambio Azul"
"367","2520","2025-05-09","176","Ovoko"
"368","4116","2025-10-22","89,1","Wallapop"
"369","2701","2025-05-04","376,28","Ovoko"
"370","4733","2025-05-27","49,5","Recambio Verde"
"371","4733","2025-03-12","51,5","Wallapop"
"372","4733","2026-01-28","50","Recambio Azul"
"373","675","2025-05-04","563,41","Ovoko"
"374","1059","2025-01-11","119,38","Recambio Azul"
"375","4128","2025-04-17","150,7","Ovoko"
"376","370","2026-03-13","41,58","Wallapop"
"377","370","2025-12-11","45,36","Ovoko"
"378","370","2025-09-10","42","eBay"
"379","2481","2025-11-08","25,76","eBay"
"380","2562","2026-01-08","261,45","Ovoko"
"381","4078","2025-02-01","46,2","Wallapop"
"382","4078","2025-01-12","40,92","Wallapop"
"383","3066","2025-07-13","35,34","eBay"
"384","433","2025-09-21","72,08","Recambio Verde"
"385","433","2025-08-06","67,32","Wallapop"
"386","3538","2025-03-01","165,62","Wallapop"
"387","74","2025-06-30","201,16","Ovoko"
"388","4074","2025-06-25","57,82","Recambio Verde"
"389","1879","2025-05-22","237,6","Ovoko"
"390","1879","2025-10-24","215,6","Ovoko"
"391","2644","2025-11-23","154,08","eBay"
"392","2644","2025-08-08","141,12","Recambio Verde"
"393","1978","2025-06-17","162,41","Wallapop"
"394","4011","2026-01-02","238,5","Recambio Azul"
"395","4011","2025-11-30","234","Recambio Verde"
"396","4011","2026-02-07","245,25","eBay"
"397","265","2025-06-02","57,12","Ovoko"
"398","4684","2025-06-12","80,85","Recambio Azul"
"399","173","2025-02-16","245,7","Wallapop"
"400","232","2025-08-15","347,62","eBay"
"401","4794","2026-03-09","94,76","Recambio Azul"
"402","940","2025-02-24","241,96","Recambio Verde"
"403","940","2025-05-25","284,04","eBay"
"404","1526","2025-08-06","752,1","eBay"
"405","1526","2025-08-26","690","Wallapop"
"406","317","2025-12-27","153,3","Wallapop"
"407","3299","2025-08-23","236,18","eBay"
"408","1742","2025-12-02","107,91","Ovoko"
"409","4183","2025-06-25","82,4","Recambio Azul"
"410","4132","2025-10-03","75,75","eBay"
"411","4742","2025-06-03","250,8","Wallapop"
"412","1255","2025-11-09","97,52","Ovoko"
"413","1217","2025-02-15","52,2","Recambio Verde"
"414","4932","2025-02-08","61,75","Recambio Azul"
"415","4932","2025-12-20","59,15","eBay"
"416","4317","2025-01-04","87,36","Ovoko"
"417","2260","2025-07-22","138,24","Wallapop"
"418","1591","2025-08-20","117,3","Ovoko"
"419","3941","2025-01-18","415,52","Ovoko"
"420","3941","2025-02-18","384,16","Recambio Verde"
"421","4998","2025-03-06","68,9","Ovoko"
"422","1225","2025-05-21","80,84","Wallapop"
"423","1988","2025-08-30","186,12","eBay"
"424","757","2025-06-07","232,75","eBay"
"425","856","2025-04-21","218,79","Recambio Azul"
"426","654","2025-05-16","36,27","Recambio Azul"
"427","654","2025-12-20","40,56","eBay"
"428","654","2025-10-02","38,22","Wallapop"
"429","4186","2025-12-12","84","Recambio Verde"
"430","2244","2026-01-23","84,7","Ovoko"
"431","4119","2025-01-23","182,16","Recambio Azul"
"432","2833","2026-01-16","149,76","eBay"
"433","3317","2026-02-11","89,89","Recambio Verde"
"434","3317","2025-05-17","90,78","eBay"
"435","3804","2025-09-11","72","Ovoko"
"436","2891","2025-11-13","48,51","Recambio Verde"
"437","2891","2025-06-10","50,96","Recambio Verde"
"438","716","2025-12-08","350,84","Wallapop"
"439","2353","2025-12-09","92,02","Recambio Azul"
"440","3649","2025-12-23","585,36","eBay"
"441","1375","2026-02-06","59,17","Ovoko"
"442","1375","2025-09-05","59,17","Recambio Azul"
"443","1200","2025-07-09","561","Ovoko"
"444","4142","2025-06-30","46,46","Recambio Azul"
"445","4467","2025-02-15","121,94","Wallapop"
"446","3777","2025-01-05","66,96","Wallapop"
"447","1592","2025-03-20","41,42","Wallapop"
"448","3729","2026-03-13","84,15","Recambio Verde"
"449","2615","2025-12-13","126,25","Wallapop"
"450","2333","2025-02-22","74,69","eBay"
"451","2796","2025-09-05","74,25","eBay"
"452","514","2025-03-21","23,1","Wallapop"
"453","2040","2025-05-18","130,54","eBay"
"454","1728","2025-02-06","76","eBay"
"455","1728","2025-01-08","79,04","Ovoko"
"456","3858","2025-06-19","176,75","Recambio Verde"
"457","2936","2025-10-27","119,21","Recambio Azul"
"458","2936","2025-01-20","129,69","eBay"
"459","4395","2025-06-16","53,76","eBay"
"460","3964","2025-04-23","136,3","Recambio Azul"
"461","4866","2025-04-30","65","Recambio Verde"
"462","4029","2025-03-15","123","Ovoko"
"463","2641","2025-01-14","91","Recambio Azul"
"464","1459","2025-10-05","46,55","eBay"
"465","853","2025-12-26","52,25","Recambio Verde"
"466","853","2025-11-21","52,8","eBay"
"467","2736","2025-12-14","74,74","Recambio Verde"
"468","1689","2025-12-02","143,52","Recambio Azul"
"469","1912","2026-03-12","369,6","Recambio Azul"
"470","4756","2026-01-01","48,45","Recambio Azul"
"471","4756","2025-03-02","45,9","Wallapop"
"472","2528","2025-04-13","57,42","Ovoko"
"473","972","2025-11-20","34,2","Recambio Verde"
"474","1717","2026-01-20","99,51","eBay"
"475","4689","2025-04-04","120,99","eBay"
"476","2836","2025-10-07","282,44","Recambio Azul"
"477","249","2026-01-03","55,51","eBay"
"478","4303","2025-11-02","76,36","Ovoko"
"479","225","2025-06-07","47,25","Recambio Azul"
"480","320","2025-10-07","56,18","Recambio Verde"
"481","320","2025-01-14","56,18","Recambio Azul"
"482","3693","2025-05-31","119,9","Wallapop"
"483","4755","2026-02-10","200,88","Recambio Verde"
"484","4755","2026-02-14","205,2","Ovoko"
"485","2949","2025-04-20","117,72","Wallapop"
"486","3223","2026-02-17","95,95","Wallapop"
"487","2356","2025-04-14","52,8","Recambio Verde"
"488","3048","2025-01-05","93,12","Wallapop"
"489","4732","2025-05-25","124,44","Recambio Verde"
"490","41","2025-11-26","62,83","Recambio Azul"
"491","4202","2025-03-30","35,88","Recambio Azul"
"492","2560","2025-09-14","50,4","eBay"
"493","2560","2025-02-01","57,68","Recambio Verde"
"494","2954","2025-09-23","22","Wallapop"
"495","1932","2025-06-26","363,4","Ovoko"
"496","2668","2026-02-05","23,4","Ovoko"
"497","2668","2025-05-14","27,56","Wallapop"
"498","302","2025-06-06","139,32","Recambio Verde"
"499","2436","2025-02-04","93,45","eBay"
"500","1791","2025-08-02","140,98","eBay"
"501","1685","2025-11-17","636","eBay"
"502","903","2025-11-27","287,1","Wallapop"
"503","938","2025-06-07","140,6","Recambio Verde"
"504","455","2025-07-15","136,32","Recambio Verde"
"505","118","2025-12-03","78,54","Wallapop"
"506","3553","2025-01-16","90,78","eBay"
"507","1647","2025-06-27","60,42","Recambio Azul"
"508","3450","2025-11-27","93,1","Recambio Verde"
"509","78","2025-06-13","175,48","eBay"
"510","1849","2026-02-13","87,72","Recambio Azul"
"511","1849","2025-05-16","88,58","Recambio Verde"
"512","726","2026-03-04","181,44","Wallapop"
"513","1963","2025-01-16","654,75","eBay"
"514","1963","2025-11-12","715,5","eBay"
"515","741","2025-01-21","50","Wallapop"
"516","1632","2025-10-22","219,31","Ovoko"
"517","1632","2025-05-23","255,46","Recambio Azul"
"518","4002","2026-03-09","48,96","Wallapop"
"519","1788","2026-03-02","119,56","Ovoko"
"520","1788","2025-06-27","128,1","Wallapop"
"521","3335","2025-04-11","160,68","Recambio Verde"
"522","3335","2025-05-24","152,88","Wallapop"
"523","2119","2025-07-26","215,28","eBay"
"524","1920","2026-03-04","38,16","Recambio Verde"
"525","80","2025-05-27","102,6","Recambio Verde"
"526","4718","2025-02-15","56","Wallapop"
"527","1162","2026-01-15","324,72","Ovoko"
"528","2238","2025-03-07","820,44","Ovoko"
"529","2164","2025-05-10","70,3","Recambio Azul"
"530","88","2025-10-15","95,23","Recambio Verde"
"531","4117","2026-01-24","43,71","eBay"
"532","2569","2025-08-07","523,8","Recambio Verde"
"533","331","2025-01-26","545,49","Ovoko"
"534","4510","2026-03-11","608,94","eBay"
"535","2962","2025-09-03","124,26","Recambio Azul"
"536","4413","2025-10-01","62,72","Wallapop"
"537","4846","2025-06-05","345,78","Wallapop"
"538","1615","2025-05-01","66,43","Ovoko"
"539","2167","2025-12-28","235,4","Recambio Azul"
"540","1086","2025-01-15","264,33","Ovoko"
"541","1018","2026-01-13","113,4","Recambio Azul"
"542","1018","2025-02-03","113,4","Recambio Azul"
"543","189","2025-07-17","581,13","Recambio Verde"
"544","189","2025-11-14","575,26","Wallapop"
"545","2940","2026-01-16","94,08","eBay"
"546","4906","2025-10-29","725,12","Recambio Azul"
"547","1262","2026-02-10","170,64","Ovoko"
"548","1262","2025-11-21","165,9","Wallapop"
"549","1262","2026-01-31","154,84","eBay"
"550","1759","2025-07-06","139,52","Recambio Verde"
"551","3700","2025-09-01","45,1","eBay"
"552","4635","2025-11-20","382","Wallapop"
"553","4","2025-09-04","97,52","Ovoko"
"554","3391","2025-02-10","150,12","Recambio Azul"
"555","2429","2025-03-21","376,32","Recambio Azul"
"556","3166","2025-06-17","184,8","Recambio Azul"
"557","1351","2025-09-03","77","Wallapop"
"558","1627","2026-01-08","124,62","Ovoko"
"559","4536","2025-06-19","56,1","Recambio Azul"
"560","1081","2025-04-01","93,5","Recambio Azul"
"561","2850","2025-01-21","46,92","Wallapop"
"562","247","2025-09-08","127,41","eBay"
"563","4393","2025-07-26","167,44","Ovoko"
"564","2276","2025-12-15","112,27","Wallapop"
"565","3627","2025-07-12","139","Recambio Azul"
"566","4248","2025-05-26","733,2","Recambio Azul"
"567","589","2025-10-20","96","Recambio Verde"
"568","589","2025-08-10","92,16","Recambio Azul"
"569","4274","2025-05-13","103,55","Recambio Azul"
"570","590","2025-11-29","79,2","Wallapop"
"571","590","2025-12-17","77,04","Ovoko"
"572","4880","2025-10-10","556,64","eBay"
"573","3583","2025-11-15","133,9","Ovoko"
"574","3583","2025-10-27","137,8","Recambio Verde"
"575","4744","2026-02-11","59,4","Wallapop"
"576","486","2025-08-02","84,39","Ovoko"
"577","486","2026-03-03","82,65","Recambio Azul"
"578","3778","2026-03-04","556,38","Wallapop"
"579","3778","2025-08-08","562","eBay"
"580","3778","2025-01-19","545,14","eBay"
